default|check_acc_status|duration|credit_history|purpose|credit_amount|savings|unemployment|ins_inc_ratio|personal_status_sex|other_debtors|residence since|property|age|other_ins_plans|housing|credits_number|job|liable_people|telephone|foreign_worker
0|less_0|6|critical_account|radio_tv|1957|less_100|4_7|1|female_div_sep_mar|none|4|car_other|31|none|own|1|skilled_employee|1|no|yes
0|no_account|9|critical_account|furniture|2406|less_100|unemployed|2|male_sin|none|3|car_other|31|none|own|1|management|1|no|yes
0|0_200|39|past_delays|education|11760|100_500|4_7|2|male_sin|none|3|unknown|32|none|rent|1|skilled_employee|1|yes|yes
0|less_0|12|existing_paid_duly|furniture|2578|less_100|unemployed|3|female_div_sep_mar|none|4|unknown|55|none|for_free|1|management|1|no|yes
0|less_0|36|critical_account|furniture|2348|less_100|1_4|3|male_mar_wid|none|2|life_insurance|46|none|own|2|skilled_employee|1|yes|yes
1|0_200|12|existing_paid_duly|new_car|1223|less_100|7_more|1|male_div_sep|none|1|real_estate|46|none|rent|2|skilled_employee|1|no|yes
0|no_account|24|critical_account|radio_tv|1516|1000_more|1_4|4|female_div_sep_mar|none|1|real_estate|43|none|own|2|unskilled|1|no|yes
0|no_account|18|existing_paid_duly|radio_tv|1473|less_100|less_1|3|male_mar_wid|none|4|real_estate|39|none|own|1|skilled_employee|1|yes|yes
0|0_200|18|critical_account|business|1887|unknown|1_4|4|male_mar_wid|none|4|real_estate|28|bank|own|2|skilled_employee|1|no|yes
1|no_account|24|past_delays|business|8648|less_100|less_1|2|male_sin|none|2|car_other|27|bank|own|2|skilled_employee|1|yes|yes
0|no_account|14|past_delays|new_car|802|less_100|1_4|4|male_sin|none|2|car_other|27|none|own|2|unskilled|1|no|yes
0|0_200|18|past_delays|new_car|2899|unknown|7_more|4|male_sin|none|4|car_other|43|none|own|1|skilled_employee|2|no|yes
1|0_200|24|existing_paid_duly|radio_tv|2039|less_100|less_1|1|male_mar_wid|none|1|life_insurance|22|none|own|1|skilled_employee|1|yes|yes
0|no_account|24|critical_account|used_car|2197|unknown|4_7|4|male_sin|none|4|car_other|43|none|own|2|skilled_employee|2|yes|yes
0|less_0|15|existing_paid_duly|radio_tv|1053|less_100|less_1|4|male_mar_wid|none|2|real_estate|27|none|own|1|skilled_employee|1|no|no
0|no_account|24|existing_paid_duly|radio_tv|3235|500_1000|7_more|3|male_div_sep|none|2|car_other|26|none|own|1|management|1|yes|yes
1|200_more|12|critical_account|new_car|939|500_1000|4_7|4|male_mar_wid|none|2|real_estate|28|none|own|3|skilled_employee|1|yes|yes
0|0_200|24|existing_paid_duly|radio_tv|1967|less_100|7_more|4|female_div_sep_mar|none|4|car_other|20|none|own|1|skilled_employee|1|yes|yes
0|no_account|33|critical_account|used_car|7253|less_100|4_7|3|male_sin|none|2|car_other|35|none|own|2|management|1|yes|yes
1|no_account|12|critical_account|business|2292|less_100|unemployed|4|male_sin|none|2|car_other|42|stores|own|2|management|1|yes|yes
0|no_account|10|existing_paid_duly|new_car|1597|500_1000|1_4|3|male_sin|none|2|unknown|40|none|rent|1|unskilled|2|no|no
1|less_0|24|existing_paid_duly|new_car|1381|unknown|1_4|4|female_div_sep_mar|none|2|life_insurance|35|none|own|1|skilled_employee|1|no|yes
0|no_account|36|critical_account|used_car|5842|less_100|7_more|2|male_sin|none|2|life_insurance|35|none|own|2|skilled_employee|2|yes|yes
1|less_0|12|existing_paid_duly|new_car|2579|less_100|less_1|4|male_sin|none|1|real_estate|33|none|own|1|unskilled|2|no|yes
0|less_0|18|past_delays|education|8471|unknown|1_4|1|female_div_sep_mar|none|2|car_other|23|none|rent|2|skilled_employee|1|yes|yes
0|no_account|21|existing_paid_duly|new_car|2782|500_1000|4_7|1|female_div_sep_mar|none|2|car_other|31|bank|own|1|management|1|no|yes
1|0_200|18|existing_paid_duly|new_car|1042|unknown|1_4|4|female_div_sep_mar|none|2|life_insurance|33|none|own|1|skilled_employee|1|no|yes
0|no_account|15|existing_paid_duly|new_car|3186|1000_more|4_7|2|female_div_sep_mar|none|3|car_other|20|none|rent|1|skilled_employee|1|no|yes
0|0_200|12|existing_paid_duly|used_car|2028|unknown|1_4|4|male_sin|none|2|car_other|30|none|own|1|skilled_employee|1|no|yes
0|0_200|12|critical_account|new_car|958|less_100|4_7|2|male_sin|none|3|real_estate|47|none|own|2|unskilled|2|no|yes
0|no_account|21|past_delays|furniture|1591|100_500|4_7|4|male_sin|none|3|real_estate|34|none|own|2|management|1|no|yes
1|0_200|12|existing_paid_duly|furniture|2762|unknown|7_more|1|female_div_sep_mar|none|2|life_insurance|25|bank|own|1|skilled_employee|1|yes|yes
0|0_200|18|existing_paid_duly|used_car|2779|less_100|1_4|1|male_mar_wid|none|3|car_other|21|none|rent|1|skilled_employee|1|yes|yes
0|no_account|28|critical_account|radio_tv|2743|less_100|7_more|4|male_sin|none|2|car_other|29|none|own|2|skilled_employee|1|no|yes
0|no_account|18|critical_account|radio_tv|1149|1000_more|1_4|4|male_sin|none|3|real_estate|46|none|own|2|skilled_employee|1|no|yes
0|no_account|9|existing_paid_duly|furniture|1313|less_100|7_more|1|male_sin|none|4|car_other|20|none|own|1|skilled_employee|1|no|yes
1|less_0|18|critical_account|repairs|1190|less_100|unemployed|2|female_div_sep_mar|none|4|unknown|55|none|for_free|3|unemployed|2|no|yes
0|no_account|5|existing_paid_duly|business|3448|less_100|4_7|1|male_sin|none|4|real_estate|74|none|own|1|unskilled|1|no|yes
1|0_200|24|existing_paid_duly|others|11328|less_100|1_4|2|male_sin|coapplicant|3|car_other|29|bank|own|2|management|1|yes|yes
0|less_0|6|critical_account|furniture|1872|less_100|unemployed|4|male_sin|none|4|unknown|36|none|for_free|3|management|1|yes|yes
0|no_account|24|critical_account|repairs|2058|less_100|1_4|4|male_div_sep|none|2|real_estate|33|none|own|2|skilled_employee|1|yes|yes
0|less_0|9|existing_paid_duly|furniture|2136|less_100|1_4|3|male_sin|none|2|real_estate|25|none|own|1|skilled_employee|1|no|yes
1|0_200|12|existing_paid_duly|radio_tv|1484|unknown|1_4|2|male_mar_wid|none|1|real_estate|25|none|own|1|skilled_employee|1|yes|yes
0|no_account|6|existing_paid_duly|repairs|660|500_1000|4_7|2|male_mar_wid|none|4|real_estate|23|none|rent|1|unskilled|1|no|yes
0|no_account|24|critical_account|new_car|1287|1000_more|7_more|4|female_div_sep_mar|none|4|real_estate|37|none|own|2|skilled_employee|1|yes|yes
0|less_0|42|critical_account|repairs|3394|less_100|unemployed|4|male_sin|coapplicant|4|car_other|65|none|own|2|unemployed|1|no|yes
1|200_more|12|past_paid_duly|business|609|less_100|less_1|4|female_div_sep_mar|none|1|real_estate|26|none|own|1|unemployed|1|no|yes
0|no_account|12|existing_paid_duly|new_car|1884|less_100|7_more|4|male_sin|none|4|car_other|39|none|own|1|management|1|yes|yes
0|less_0|12|existing_paid_duly|furniture|1620|less_100|1_4|2|female_div_sep_mar|coapplicant|3|life_insurance|30|none|own|1|skilled_employee|1|no|yes
0|0_200|20|past_delays|others|2629|less_100|1_4|2|male_sin|none|3|car_other|29|bank|own|2|skilled_employee|1|yes|yes
1|no_account|12|existing_paid_duly|education|719|less_100|7_more|4|male_sin|none|4|car_other|41|bank|own|1|unskilled|2|no|yes
1|0_200|48|critical_account|furniture|5096|less_100|1_4|2|female_div_sep_mar|none|3|car_other|30|none|own|1|management|1|yes|yes
0|no_account|9|critical_account|education|1244|unknown|7_more|4|female_div_sep_mar|none|4|life_insurance|41|none|rent|2|unskilled|1|no|yes
1|less_0|36|existing_paid_duly|new_car|1842|less_100|less_1|4|female_div_sep_mar|none|4|car_other|34|none|own|1|skilled_employee|1|yes|yes
0|0_200|7|existing_paid_duly|radio_tv|2576|less_100|1_4|2|male_sin|guarantor|2|real_estate|35|none|own|1|skilled_employee|1|no|yes
0|200_more|12|existing_paid_duly|furniture|1424|unknown|7_more|3|female_div_sep_mar|none|4|real_estate|55|none|own|1|management|1|yes|yes
1|0_200|15|past_delays|repairs|1512|1000_more|1_4|3|male_mar_wid|none|3|life_insurance|61|stores|own|2|skilled_employee|1|no|yes
0|no_account|36|critical_account|used_car|11054|unknown|1_4|4|male_sin|none|2|car_other|30|none|own|1|management|1|yes|yes
0|no_account|6|existing_paid_duly|radio_tv|518|less_100|1_4|3|female_div_sep_mar|none|1|real_estate|29|none|own|1|skilled_employee|1|no|yes
0|no_account|12|no_credits|furniture|2759|less_100|7_more|2|male_sin|none|4|life_insurance|34|none|own|2|skilled_employee|1|no|yes
0|no_account|24|existing_paid_duly|used_car|2670|less_100|7_more|4|male_sin|none|4|car_other|35|none|own|1|management|1|yes|yes
1|less_0|24|existing_paid_duly|new_car|4817|less_100|4_7|2|male_sin|coapplicant|3|life_insurance|31|none|own|1|skilled_employee|1|yes|yes
0|no_account|24|existing_paid_duly|used_car|2679|less_100|less_1|4|female_div_sep_mar|none|1|unknown|29|none|own|1|management|1|yes|yes
0|less_0|11|critical_account|new_car|3905|less_100|1_4|2|male_sin|none|2|real_estate|36|none|rent|2|skilled_employee|2|no|yes
1|less_0|12|existing_paid_duly|used_car|3386|less_100|7_more|3|male_sin|none|4|unknown|35|none|for_free|1|skilled_employee|1|yes|yes
0|less_0|6|existing_paid_duly|domestic_appliances|343|less_100|less_1|4|female_div_sep_mar|none|1|real_estate|27|none|own|1|skilled_employee|1|no|yes
0|no_account|18|existing_paid_duly|radio_tv|4594|less_100|less_1|3|male_sin|none|2|car_other|32|none|own|1|skilled_employee|1|yes|yes
0|less_0|36|existing_paid_duly|furniture|3620|less_100|1_4|1|male_sin|guarantor|2|life_insurance|37|none|own|1|skilled_employee|2|no|yes
0|less_0|15|existing_paid_duly|new_car|1721|less_100|less_1|2|male_sin|none|3|real_estate|36|none|own|1|skilled_employee|1|no|yes
0|0_200|12|existing_paid_duly|furniture|3017|less_100|less_1|3|female_div_sep_mar|none|1|real_estate|34|none|rent|1|management|1|no|yes
0|0_200|12|existing_paid_duly|retraining|754|unknown|7_more|4|male_sin|none|4|life_insurance|38|none|own|2|skilled_employee|1|no|yes
0|no_account|18|existing_paid_duly|business|1950|less_100|4_7|4|male_sin|none|1|car_other|34|stores|own|2|skilled_employee|1|yes|yes
0|less_0|24|existing_paid_duly|used_car|2924|less_100|1_4|3|male_sin|guarantor|4|unknown|63|bank|own|1|skilled_employee|2|yes|yes
1|less_0|24|past_delays|radio_tv|1659|less_100|less_1|4|female_div_sep_mar|none|2|car_other|29|none|rent|1|unskilled|1|yes|yes
0|no_account|48|past_delays|radio_tv|7238|unknown|7_more|3|male_sin|none|3|car_other|32|bank|own|2|skilled_employee|2|no|yes
0|no_account|33|past_delays|business|2764|less_100|1_4|2|female_div_sep_mar|none|2|car_other|26|none|own|2|skilled_employee|1|yes|yes
0|no_account|24|past_delays|used_car|4679|less_100|4_7|3|male_sin|none|3|car_other|35|none|own|2|unskilled|1|yes|yes
1|0_200|24|existing_paid_duly|radio_tv|3092|100_500|less_1|3|male_mar_wid|none|2|car_other|22|none|rent|1|skilled_employee|1|yes|yes
1|less_0|6|existing_paid_duly|education|448|less_100|less_1|4|female_div_sep_mar|none|4|life_insurance|23|none|own|1|skilled_employee|1|no|yes
1|less_0|9|existing_paid_duly|new_car|654|less_100|1_4|4|male_sin|none|3|car_other|28|none|own|1|unskilled|1|no|yes
0|no_account|6|existing_paid_duly|retraining|1238|unknown|unemployed|4|male_sin|none|4|life_insurance|36|none|own|1|management|2|yes|yes
1|0_200|18|critical_account|radio_tv|1245|less_100|1_4|4|male_mar_wid|none|2|car_other|33|none|own|1|skilled_employee|1|no|yes
1|less_0|18|no_credits|furniture|3114|less_100|less_1|1|female_div_sep_mar|none|4|life_insurance|26|none|rent|1|skilled_employee|1|no|yes
0|no_account|39|existing_paid_duly|used_car|2569|500_1000|1_4|4|male_sin|none|4|car_other|24|none|own|1|skilled_employee|1|no|yes
0|200_more|24|existing_paid_duly|radio_tv|5152|less_100|4_7|4|male_sin|none|2|car_other|25|bank|own|1|skilled_employee|1|no|yes
0|0_200|12|existing_paid_duly|business|1037|100_500|4_7|3|male_sin|none|4|real_estate|39|none|own|1|unskilled|1|no|yes
0|less_0|15|critical_account|furniture|1478|less_100|7_more|4|male_sin|none|4|car_other|44|none|own|2|skilled_employee|2|yes|yes
0|0_200|12|critical_account|radio_tv|3573|less_100|1_4|1|female_div_sep_mar|none|1|real_estate|23|none|own|1|unskilled|1|no|yes
0|0_200|24|existing_paid_duly|new_car|1201|less_100|less_1|4|male_sin|none|1|life_insurance|26|none|own|1|skilled_employee|1|no|yes
0|less_0|30|existing_paid_duly|furniture|3622|1000_more|7_more|4|female_div_sep_mar|none|4|life_insurance|57|none|rent|2|skilled_employee|1|yes|yes
0|no_account|15|past_delays|furniture|960|1000_more|4_7|3|female_div_sep_mar|none|2|life_insurance|30|none|own|2|skilled_employee|1|no|yes
0|no_account|12|critical_account|new_car|1163|500_1000|1_4|4|male_sin|none|4|real_estate|44|none|own|1|skilled_employee|1|yes|yes
1|0_200|6|past_delays|new_car|1209|less_100|unemployed|4|male_sin|none|4|life_insurance|47|none|own|1|management|1|yes|yes
0|no_account|12|existing_paid_duly|radio_tv|3077|less_100|1_4|2|male_sin|none|4|car_other|52|none|own|1|skilled_employee|1|yes|yes
0|no_account|24|existing_paid_duly|new_car|3757|less_100|7_more|4|female_div_sep_mar|coapplicant|4|unknown|62|none|for_free|1|skilled_employee|1|yes|yes
0|no_account|10|existing_paid_duly|new_car|1418|100_500|1_4|3|male_sin|none|2|real_estate|35|none|rent|1|unskilled|1|no|no
0|no_account|6|existing_paid_duly|new_car|3518|less_100|1_4|2|male_sin|guarantor|3|life_insurance|26|none|rent|1|skilled_employee|1|no|yes
0|no_account|12|critical_account|radio_tv|1934|less_100|7_more|2|male_sin|none|2|unknown|26|none|own|2|skilled_employee|1|no|yes
1|0_200|27|no_credits|business|8318|less_100|7_more|2|female_div_sep_mar|none|4|unknown|42|none|for_free|2|management|1|yes|yes
0|no_account|6|critical_account|radio_tv|1237|100_500|1_4|1|female_div_sep_mar|none|1|life_insurance|27|none|own|2|skilled_employee|1|no|yes
0|0_200|6|existing_paid_duly|radio_tv|368|unknown|7_more|4|male_sin|none|4|life_insurance|38|none|own|1|skilled_employee|1|no|yes
0|less_0|12|critical_account|new_car|2122|less_100|1_4|3|male_sin|none|2|real_estate|39|none|rent|2|unskilled|2|no|no
1|less_0|24|existing_paid_duly|furniture|2996|unknown|1_4|2|male_mar_wid|none|4|car_other|20|none|own|1|skilled_employee|1|no|yes
1|0_200|36|existing_paid_duly|furniture|9034|100_500|less_1|4|male_sin|coapplicant|1|unknown|29|none|rent|1|management|1|yes|yes
0|no_account|24|critical_account|furniture|1585|less_100|4_7|4|male_sin|none|3|life_insurance|40|none|own|2|skilled_employee|1|no|yes
0|0_200|18|existing_paid_duly|radio_tv|1301|less_100|7_more|4|male_mar_wid|guarantor|2|real_estate|32|none|own|1|unskilled|1|no|yes
0|200_more|6|critical_account|new_car|1323|100_500|7_more|2|male_div_sep|none|4|car_other|28|none|own|2|skilled_employee|2|yes|yes
1|less_0|24|existing_paid_duly|new_car|3123|less_100|less_1|4|female_div_sep_mar|none|1|life_insurance|27|none|own|1|skilled_employee|1|no|yes
0|less_0|36|existing_paid_duly|used_car|5493|less_100|7_more|2|male_sin|none|4|unknown|42|none|for_free|1|skilled_employee|2|no|yes
0|200_more|9|existing_paid_duly|radio_tv|1126|100_500|7_more|2|male_div_sep|none|4|real_estate|49|none|own|1|skilled_employee|1|no|yes
1|0_200|24|critical_account|radio_tv|1216|100_500|less_1|4|male_sin|none|4|unknown|38|bank|own|2|skilled_employee|2|no|yes
1|less_0|24|existing_paid_duly|new_car|1207|less_100|less_1|4|female_div_sep_mar|none|4|life_insurance|24|none|rent|1|skilled_employee|1|no|yes
1|no_account|10|existing_paid_duly|new_car|1309|unknown|1_4|4|male_sin|guarantor|4|life_insurance|27|none|own|1|unskilled|1|no|yes
0|200_more|15|critical_account|used_car|2360|500_1000|1_4|2|male_sin|none|2|car_other|36|none|own|1|skilled_employee|1|yes|yes
1|0_200|15|past_paid_duly|new_car|6850|100_500|unemployed|1|male_sin|none|2|life_insurance|34|none|own|1|management|2|yes|yes
0|no_account|24|existing_paid_duly|radio_tv|1413|less_100|1_4|4|male_mar_wid|none|2|life_insurance|28|none|own|1|skilled_employee|1|no|yes
0|no_account|39|existing_paid_duly|used_car|8588|100_500|7_more|4|male_sin|none|2|car_other|45|none|own|1|management|1|yes|yes
1|less_0|12|existing_paid_duly|new_car|759|less_100|4_7|4|male_sin|none|2|real_estate|26|none|own|1|skilled_employee|1|no|yes
0|no_account|36|existing_paid_duly|used_car|4686|less_100|1_4|2|male_sin|none|2|unknown|32|none|for_free|1|management|1|yes|yes
0|200_more|15|existing_paid_duly|business|2687|less_100|4_7|2|male_sin|none|4|life_insurance|26|none|rent|1|skilled_employee|1|yes|yes
0|0_200|12|past_delays|radio_tv|585|less_100|1_4|4|male_mar_wid|coapplicant|4|real_estate|20|none|rent|2|skilled_employee|1|no|yes
0|no_account|24|existing_paid_duly|new_car|2255|unknown|less_1|4|male_sin|none|1|life_insurance|54|none|own|1|skilled_employee|1|no|yes
0|less_0|6|critical_account|new_car|609|less_100|4_7|4|female_div_sep_mar|none|3|life_insurance|37|none|own|2|skilled_employee|1|no|no
0|less_0|6|critical_account|new_car|1361|less_100|less_1|2|male_sin|none|4|real_estate|40|none|own|1|unskilled|2|no|no
1|no_account|36|critical_account|furniture|7127|less_100|less_1|2|female_div_sep_mar|none|4|life_insurance|23|none|rent|2|skilled_employee|1|yes|yes
0|less_0|6|existing_paid_duly|new_car|1203|100_500|7_more|3|male_sin|none|2|life_insurance|43|none|own|1|skilled_employee|1|yes|yes
0|no_account|6|critical_account|radio_tv|700|unknown|7_more|4|male_sin|none|4|unknown|36|none|for_free|2|skilled_employee|1|no|yes
0|no_account|24|critical_account|repairs|5507|less_100|7_more|3|male_sin|none|4|unknown|44|none|for_free|2|skilled_employee|1|no|yes
1|less_0|18|existing_paid_duly|radio_tv|3190|less_100|1_4|2|female_div_sep_mar|none|2|real_estate|24|none|own|1|skilled_employee|1|no|yes
1|less_0|48|no_credits|furniture|7119|less_100|1_4|3|male_sin|none|4|unknown|53|none|for_free|2|skilled_employee|2|no|yes
0|no_account|24|existing_paid_duly|used_car|3488|100_500|4_7|3|female_div_sep_mar|none|4|car_other|23|none|own|1|skilled_employee|1|no|yes
0|0_200|18|existing_paid_duly|radio_tv|1113|less_100|1_4|4|female_div_sep_mar|guarantor|4|real_estate|26|none|own|1|unskilled|2|no|yes
0|0_200|26|existing_paid_duly|used_car|7966|less_100|less_1|2|male_sin|none|3|car_other|30|none|own|2|skilled_employee|1|no|yes
0|no_account|15|critical_account|education|1532|100_500|1_4|4|female_div_sep_mar|none|3|car_other|31|none|own|1|skilled_employee|1|no|yes
0|no_account|4|critical_account|radio_tv|1503|less_100|4_7|2|male_sin|none|1|real_estate|42|none|own|2|unskilled|2|no|yes
1|less_0|36|existing_paid_duly|radio_tv|2302|less_100|1_4|4|male_div_sep|none|4|car_other|31|none|rent|1|skilled_employee|1|no|yes
0|less_0|6|existing_paid_duly|new_car|662|less_100|less_1|3|male_sin|none|4|real_estate|41|none|own|1|unskilled|2|yes|yes
0|0_200|36|existing_paid_duly|education|2273|less_100|4_7|3|male_sin|none|1|car_other|32|none|own|2|skilled_employee|2|no|yes
1|0_200|15|existing_paid_duly|new_car|2631|100_500|1_4|2|female_div_sep_mar|none|4|car_other|28|none|rent|2|skilled_employee|1|yes|yes
0|no_account|12|past_delays|used_car|1503|less_100|1_4|4|male_mar_wid|none|4|real_estate|41|none|rent|1|skilled_employee|1|no|yes
0|no_account|24|existing_paid_duly|radio_tv|1311|100_500|4_7|4|male_mar_wid|none|3|life_insurance|26|none|own|1|skilled_employee|1|yes|yes
0|no_account|24|existing_paid_duly|radio_tv|3105|unknown|less_1|4|male_sin|none|2|car_other|25|none|own|2|skilled_employee|1|no|yes
1|200_more|21|critical_account|education|2319|less_100|less_1|2|male_div_sep|none|1|car_other|33|none|rent|1|skilled_employee|1|no|yes
0|less_0|6|existing_paid_duly|new_car|1374|unknown|unemployed|4|female_div_sep_mar|none|3|life_insurance|75|none|own|1|management|1|yes|yes
0|0_200|18|critical_account|furniture|3612|less_100|7_more|3|female_div_sep_mar|none|4|life_insurance|37|none|own|1|skilled_employee|1|yes|yes
1|less_0|48|existing_paid_duly|new_car|7763|less_100|7_more|4|male_sin|none|4|unknown|42|bank|for_free|1|management|1|no|yes
0|200_more|18|existing_paid_duly|furniture|3049|less_100|less_1|1|female_div_sep_mar|none|1|life_insurance|45|stores|own|1|unskilled|1|no|yes
1|0_200|12|existing_paid_duly|radio_tv|1534|less_100|less_1|1|male_mar_wid|none|1|real_estate|23|none|rent|1|skilled_employee|1|no|yes
0|no_account|24|past_delays|new_car|2032|less_100|7_more|4|male_sin|none|4|unknown|60|none|for_free|2|skilled_employee|1|yes|yes
1|less_0|30|existing_paid_duly|furniture|6350|unknown|7_more|4|male_sin|none|4|life_insurance|31|none|own|1|skilled_employee|1|no|yes
1|200_more|18|existing_paid_duly|furniture|2864|less_100|1_4|2|male_sin|none|1|real_estate|34|none|own|1|unskilled|2|no|yes
0|no_account|12|critical_account|new_car|1255|less_100|7_more|4|male_sin|none|4|real_estate|61|none|own|2|unskilled|1|no|yes
1|less_0|24|past_delays|new_car|1333|less_100|unemployed|4|male_sin|none|2|real_estate|43|none|for_free|2|skilled_employee|2|no|yes
0|no_account|24|critical_account|new_car|2022|less_100|1_4|4|female_div_sep_mar|none|4|car_other|37|none|own|1|skilled_employee|1|yes|yes
0|no_account|24|existing_paid_duly|radio_tv|1552|less_100|4_7|3|male_sin|none|1|car_other|32|bank|own|1|skilled_employee|2|no|yes
1|less_0|12|past_paid_duly|radio_tv|626|less_100|1_4|4|female_div_sep_mar|none|4|real_estate|24|bank|own|1|unskilled|1|no|yes
0|no_account|48|critical_account|used_car|8858|unknown|4_7|2|male_sin|none|1|unknown|35|none|for_free|2|skilled_employee|1|yes|yes
0|no_account|12|critical_account|repairs|996|unknown|4_7|4|female_div_sep_mar|none|4|real_estate|23|none|own|2|skilled_employee|1|no|yes
0|no_account|6|past_paid_duly|radio_tv|1750|500_1000|7_more|2|male_sin|none|4|life_insurance|45|bank|own|1|unskilled|2|no|yes
1|less_0|48|existing_paid_duly|radio_tv|6999|less_100|4_7|1|male_mar_wid|guarantor|1|real_estate|34|none|own|2|skilled_employee|1|yes|yes
0|0_200|12|critical_account|new_car|1995|100_500|less_1|4|male_sin|none|1|car_other|27|none|own|1|skilled_employee|1|no|yes
0|0_200|9|existing_paid_duly|education|1199|less_100|4_7|4|female_div_sep_mar|none|4|life_insurance|67|none|own|2|management|1|yes|yes
1|0_200|12|existing_paid_duly|radio_tv|1331|less_100|less_1|2|male_sin|none|1|car_other|22|stores|own|1|skilled_employee|1|no|yes
1|0_200|18|no_credits|new_car|2278|100_500|less_1|3|female_div_sep_mar|none|3|car_other|28|none|own|2|skilled_employee|1|no|yes
1|no_account|21|no_credits|new_car|5003|unknown|1_4|1|female_div_sep_mar|none|4|life_insurance|29|bank|own|2|skilled_employee|1|yes|yes
1|less_0|24|past_paid_duly|furniture|3552|less_100|4_7|3|male_sin|none|4|car_other|27|bank|own|1|skilled_employee|1|no|yes
1|0_200|18|critical_account|furniture|1928|less_100|less_1|2|male_sin|none|2|real_estate|31|none|own|2|unskilled|1|no|yes
0|less_0|24|existing_paid_duly|used_car|2964|unknown|7_more|4|male_sin|none|4|unknown|49|bank|for_free|1|skilled_employee|2|yes|yes
1|less_0|24|past_paid_duly|radio_tv|1546|less_100|4_7|4|male_sin|guarantor|4|car_other|24|bank|rent|1|unskilled|1|no|yes
0|200_more|6|past_delays|radio_tv|683|less_100|less_1|2|female_div_sep_mar|none|1|life_insurance|29|bank|own|1|skilled_employee|1|no|yes
1|0_200|36|existing_paid_duly|new_car|12389|unknown|1_4|1|male_sin|none|4|unknown|37|none|for_free|1|skilled_employee|1|yes|yes
0|0_200|24|past_delays|business|4712|unknown|1_4|4|male_sin|none|2|life_insurance|37|bank|own|2|management|1|yes|yes
0|0_200|24|past_delays|radio_tv|1553|100_500|4_7|3|female_div_sep_mar|none|2|life_insurance|23|none|rent|2|skilled_employee|1|yes|yes
1|less_0|12|existing_paid_duly|new_car|1372|less_100|4_7|2|male_div_sep|none|3|car_other|36|none|own|1|skilled_employee|1|no|yes
0|no_account|24|critical_account|radio_tv|2578|1000_more|7_more|2|male_sin|none|2|car_other|34|none|own|1|skilled_employee|1|no|yes
0|0_200|48|existing_paid_duly|radio_tv|3979|unknown|4_7|4|male_sin|none|1|car_other|41|none|own|2|skilled_employee|2|yes|yes
1|less_0|48|existing_paid_duly|radio_tv|6758|less_100|1_4|3|female_div_sep_mar|none|2|car_other|31|none|own|1|skilled_employee|1|yes|yes
1|less_0|24|existing_paid_duly|furniture|3234|less_100|less_1|4|female_div_sep_mar|none|4|real_estate|23|none|rent|1|unskilled|1|yes|yes
0|no_account|30|critical_account|radio_tv|5954|less_100|4_7|3|male_sin|coapplicant|2|car_other|38|none|own|1|skilled_employee|1|no|yes
0|no_account|24|existing_paid_duly|used_car|5433|unknown|unemployed|2|female_div_sep_mar|none|4|life_insurance|26|none|rent|1|management|1|yes|yes
0|less_0|15|existing_paid_duly|business|806|less_100|1_4|4|female_div_sep_mar|none|4|life_insurance|22|none|own|1|unskilled|1|no|yes
0|0_200|9|existing_paid_duly|radio_tv|1082|less_100|7_more|4|male_sin|none|4|car_other|27|none|own|2|unskilled|1|no|yes
0|no_account|15|critical_account|furniture|2788|less_100|4_7|2|female_div_sep_mar|coapplicant|3|car_other|24|bank|own|2|skilled_employee|1|no|yes
0|0_200|12|existing_paid_duly|radio_tv|2930|less_100|4_7|2|female_div_sep_mar|none|1|real_estate|27|none|own|1|skilled_employee|1|no|yes
0|no_account|24|critical_account|education|1927|unknown|1_4|3|female_div_sep_mar|none|2|car_other|33|none|own|2|skilled_employee|1|yes|yes
1|0_200|36|critical_account|new_car|2820|less_100|less_1|4|male_div_sep|none|4|car_other|27|none|own|2|skilled_employee|1|no|yes
0|no_account|24|existing_paid_duly|retraining|937|less_100|less_1|4|male_mar_wid|none|3|car_other|27|none|own|2|unskilled|1|no|yes
1|0_200|18|critical_account|new_car|1056|less_100|7_more|3|male_sin|guarantor|3|real_estate|30|bank|own|2|skilled_employee|1|no|yes
0|0_200|12|critical_account|new_car|3124|less_100|less_1|1|male_sin|none|3|real_estate|49|bank|own|2|unskilled|2|no|yes
0|no_account|9|existing_paid_duly|furniture|1388|less_100|1_4|4|female_div_sep_mar|none|2|real_estate|26|none|rent|1|skilled_employee|1|no|yes
1|0_200|36|existing_paid_duly|repairs|2384|less_100|less_1|4|male_sin|none|1|unknown|33|none|rent|1|unskilled|1|no|yes
0|no_account|12|existing_paid_duly|new_car|2133|unknown|7_more|4|female_div_sep_mar|none|4|unknown|52|none|for_free|1|management|1|yes|yes
1|less_0|18|existing_paid_duly|furniture|2039|less_100|1_4|1|female_div_sep_mar|none|4|real_estate|20|bank|rent|1|skilled_employee|1|no|yes
0|less_0|9|critical_account|new_car|2799|less_100|1_4|2|male_sin|none|2|real_estate|36|none|rent|2|skilled_employee|2|no|yes
0|less_0|12|existing_paid_duly|furniture|1289|less_100|1_4|4|male_sin|guarantor|1|life_insurance|21|none|own|1|unskilled|1|no|yes
1|less_0|18|existing_paid_duly|domestic_appliances|1217|less_100|1_4|4|male_mar_wid|none|3|real_estate|47|none|own|1|unskilled|1|yes|yes
1|less_0|12|critical_account|furniture|2246|less_100|7_more|3|male_sin|none|3|life_insurance|60|none|own|2|skilled_employee|1|no|yes
